transaction_id,timestamp,customer_hash,amount_usd,cross_border,new_beneficiary,cash_equivalent,country_risk,velocity_24h,night_transaction,investigation_label,data_status
txn-00019,2025-01-04 09:00:00+00:00,customer-019,3696.52,0,0,0,0,1,0,0,fictional
txn-00020,2025-01-04 12:00:00+00:00,customer-020,69.96,0,0,0,2,0,0,0,fictional
txn-00021,2025-01-04 15:00:00+00:00,customer-021,5499.76,0,0,0,0,3,0,0,fictional
txn-00022,2025-01-04 18:00:00+00:00,customer-022,3828.14,0,1,0,0,2,0,0,fictional
txn-00023,2025-01-04 21:00:00+00:00,customer-023,3404.25,0,1,0,3,1,0,0,fictional
txn-00024,2025-01-05 00:00:00+00:00,customer-024,6302.89,0,0,1,0,2,1,0,fictional
txn-00025,2025-01-05 03:00:00+00:00,customer-025,5161.24,0,1,0,1,4,1,0,fictional
txn-00026,2025-01-05 06:00:00+00:00,customer-026,3175.53,0,0,0,1,1,0,0,fictional
txn-00027,2025-01-05 09:00:00+00:00,customer-027,11701.63,0,0,0,0,0,0,0,fictional
txn-00028,2025-01-05 12:00:00+00:00,customer-028,1290.08,1,0,0,0,2,0,0,fictional
txn-00029,2025-01-05 15:00:00+00:00,customer-029,1707.08,1,0,0,2,3,0,0,fictional
txn-00030,2025-01-05 18:00:00+00:00,customer-030,6042.33,1,0,0,1,6,0,0,fictional
txn-00031,2025-01-05 21:00:00+00:00,customer-031,24534.68,0,0,0,3,1,0,0,fictional
txn-00032,2025-01-06 00:00:00+00:00,customer-032,3458.86,0,0,0,0,4,1,0,fictional
txn-00033,2025-01-06 03:00:00+00:00,customer-033,2811.76,0,0,0,0,1,1,0,fictional
txn-00034,2025-01-06 06:00:00+00:00,customer-034,6975.79,0,0,0,1,1,0,0,fictional
txn-00035,2025-01-06 09:00:00+00:00,customer-035,413.03,0,0,0,0,1,0,0,fictional
txn-00036,2025-01-06 12:00:00+00:00,customer-036,440.1,0,0,0,0,2,0,0,fictional
txn-00037,2025-01-06 15:00:00+00:00,customer-037,3226.22,0,0,0,1,1,0,0,fictional
txn-00038,2025-01-06 18:00:00+00:00,customer-038,1397.35,1,0,0,1,1,0,0,fictional
txn-00039,2025-01-06 21:00:00+00:00,customer-039,12517.69,0,0,0,3,0,0,0,fictional
txn-00040,2025-01-07 00:00:00+00:00,customer-040,4598.88,0,1,0,1,6,1,0,fictional
txn-00041,2025-01-07 03:00:00+00:00,customer-041,93.91,1,0,0,0,4,1,0,fictional
txn-00042,2025-01-07 06:00:00+00:00,customer-042,2967.75,0,0,0,1,0,0,0,fictional
txn-00043,2025-01-07 09:00:00+00:00,customer-043,664.45,1,0,0,1,3,0,0,fictional
txn-00044,2025-01-07 12:00:00+00:00,customer-044,2535.38,0,0,0,0,2,0,0,fictional
txn-00045,2025-01-07 15:00:00+00:00,customer-045,2612.35,0,0,0,2,2,0,0,fictional
txn-00046,2025-01-07 18:00:00+00:00,customer-046,7812.99,0,0,0,2,5,0,0,fictional
txn-00047,2025-01-07 21:00:00+00:00,customer-047,27136.2,1,0,1,0,1,0,0,fictional
txn-00048,2025-01-08 00:00:00+00:00,customer-048,26223.83,0,0,0,0,1,1,0,fictional
txn-00049,2025-01-08 03:00:00+00:00,customer-049,6564.24,0,0,0,1,0,1,0,fictional
txn-00050,2025-01-08 06:00:00+00:00,customer-050,18725.7,1,0,1,0,4,0,0,fictional
txn-00051,2025-01-08 09:00:00+00:00,customer-051,10106.5,1,0,0,1,1,0,0,fictional
txn-00052,2025-01-08 12:00:00+00:00,customer-052,143.4,0,0,1,3,2,0,0,fictional
txn-00053,2025-01-08 15:00:00+00:00,customer-053,677.65,1,0,0,1,4,0,0,fictional
txn-00054,2025-01-08 18:00:00+00:00,customer-054,5821.25,0,1,0,1,5,0,0,fictional
txn-00055,2025-01-08 21:00:00+00:00,customer-055,2478.12,0,0,1,0,1,0,0,fictional
txn-00056,2025-01-09 00:00:00+00:00,customer-056,1474.36,1,0,1,2,4,1,1,fictional
txn-00057,2025-01-09 03:00:00+00:00,customer-057,633.12,0,0,0,2,4,1,0,fictional
txn-00058,2025-01-09 06:00:00+00:00,customer-058,10084.39,0,0,0,1,0,0,0,fictional
txn-00059,2025-01-09 09:00:00+00:00,customer-059,56141.1,0,0,0,2,2,0,0,fictional
txn-00060,2025-01-09 12:00:00+00:00,customer-060,1886.22,0,1,0,2,3,0,0,fictional
txn-00061,2025-01-09 15:00:00+00:00,customer-061,7955.54,1,0,0,0,6,0,0,fictional
txn-00062,2025-01-09 18:00:00+00:00,customer-062,3043.05,0,0,0,0,1,0,0,fictional
txn-00063,2025-01-09 21:00:00+00:00,customer-063,4067.76,0,0,0,3,2,0,0,fictional
txn-00064,2025-01-10 00:00:00+00:00,customer-064,303.09,0,0,0,0,1,1,0,fictional
txn-00065,2025-01-10 03:00:00+00:00,customer-065,3000.18,1,0,0,1,3,1,0,fictional
txn-00066,2025-01-10 06:00:00+00:00,customer-066,7553.84,1,0,0,0,7,0,0,fictional
txn-00067,2025-01-10 09:00:00+00:00,customer-067,1427.83,0,0,0,2,2,0,0,fictional
txn-00068,2025-01-10 12:00:00+00:00,customer-068,267.31,1,0,0,0,2,0,0,fictional
txn-00069,2025-01-10 15:00:00+00:00,customer-069,9747.57,0,0,0,0,0,0,0,fictional
txn-00070,2025-01-10 18:00:00+00:00,customer-070,1085.28,0,0,0,2,1,0,0,fictional
txn-00071,2025-01-10 21:00:00+00:00,customer-071,639.83,0,0,0,1,3,0,0,fictional
txn-00072,2025-01-11 00:00:00+00:00,customer-072,36179.37,0,0,0,1,7,1,0,fictional
txn-00073,2025-01-11 03:00:00+00:00,customer-073,11005.98,0,0,1,3,3,1,1,fictional
txn-00074,2025-01-11 06:00:00+00:00,customer-074,2080.62,0,0,0,0,1,0,0,fictional
txn-00075,2025-01-11 09:00:00+00:00,customer-075,842.16,0,0,0,1,2,0,0,fictional
txn-00076,2025-01-11 12:00:00+00:00,customer-076,27435.67,1,0,0,0,5,0,0,fictional
txn-00077,2025-01-11 15:00:00+00:00,customer-077,1026.55,0,0,0,0,2,0,0,fictional
txn-00078,2025-01-11 18:00:00+00:00,customer-078,2575.52,0,0,0,2,1,0,0,fictional
txn-00079,2025-01-11 21:00:00+00:00,customer-079,27593.88,1,0,0,1,3,0,0,fictional
txn-00080,2025-01-12 00:00:00+00:00,customer-080,16288.06,0,0,0,2,4,1,0,fictional
txn-00081,2025-01-12 03:00:00+00:00,customer-081,1333.87,0,0,0,0,4,1,0,fictional
txn-00082,2025-01-12 06:00:00+00:00,customer-082,9648.17,0,0,0,1,4,0,0,fictional
txn-00083,2025-01-12 09:00:00+00:00,customer-083,7218.04,0,0,0,0,2,0,0,fictional
txn-00084,2025-01-12 12:00:00+00:00,customer-084,1306.87,0,0,0,2,2,0,0,fictional
txn-00085,2025-01-12 15:00:00+00:00,customer-085,2661.11,0,0,0,0,3,0,0,fictional
txn-00086,2025-01-12 18:00:00+00:00,customer-086,5901.84,0,0,1,0,0,0,0,fictional
txn-00087,2025-01-12 21:00:00+00:00,customer-087,1071.86,1,0,0,0,2,0,0,fictional
txn-00088,2025-01-13 00:00:00+00:00,customer-088,10719.73,0,0,0,1,4,1,0,fictional
txn-00089,2025-01-13 03:00:00+00:00,customer-089,6666.44,1,0,0,1,1,1,0,fictional
txn-00090,2025-01-13 06:00:00+00:00,customer-090,5080.34,0,0,0,2,2,0,0,fictional
txn-00091,2025-01-13 09:00:00+00:00,customer-091,17621.99,0,0,0,0,4,0,0,fictional
txn-00092,2025-01-13 12:00:00+00:00,customer-092,3065.22,0,0,0,2,0,0,0,fictional
txn-00093,2025-01-13 15:00:00+00:00,customer-093,13575.18,0,0,0,0,1,0,0,fictional
txn-00094,2025-01-13 18:00:00+00:00,customer-094,2820.08,0,1,0,2,2,0,0,fictional
txn-00095,2025-01-13 21:00:00+00:00,customer-095,3156.73,0,0,0,0,0,0,0,fictional
txn-00096,2025-01-14 00:00:00+00:00,customer-096,5363.96,0,0,0,3,1,1,0,fictional
txn-00097,2025-01-14 03:00:00+00:00,customer-097,1538.42,0,0,0,1,2,1,0,fictional
txn-00098,2025-01-14 06:00:00+00:00,customer-098,285.35,1,1,0,0,6,0,0,fictional
txn-00099,2025-01-14 09:00:00+00:00,customer-099,5468.79,0,0,0,0,3,0,0,fictional
txn-00100,2025-01-14 12:00:00+00:00,customer-100,9419.57,0,1,0,2,2,0,0,fictional
txn-00101,2025-01-14 15:00:00+00:00,customer-101,1156.8,0,0,0,1,2,0,0,fictional
txn-00102,2025-01-14 18:00:00+00:00,customer-102,3363.14,0,0,0,1,1,0,0,fictional
txn-00103,2025-01-14 21:00:00+00:00,customer-103,845.83,0,1,0,2,3,0,0,fictional
txn-00104,2025-01-15 00:00:00+00:00,customer-104,6443.08,0,0,0,1,5,1,0,fictional
txn-00105,2025-01-15 03:00:00+00:00,customer-105,2153.84,0,1,1,0,3,1,0,fictional
txn-00106,2025-01-15 06:00:00+00:00,customer-106,8164.16,0,1,0,0,2,0,0,fictional
txn-00107,2025-01-15 09:00:00+00:00,customer-107,493.62,0,0,0,1,4,0,0,fictional
txn-00108,2025-01-15 12:00:00+00:00,customer-108,272.18,0,0,0,0,4,0,0,fictional
txn-00109,2025-01-15 15:00:00+00:00,customer-109,853.74,0,0,0,1,0,0,0,fictional
txn-00110,2025-01-15 18:00:00+00:00,customer-110,12872.97,0,0,0,2,1,0,0,fictional
txn-00111,2025-01-15 21:00:00+00:00,customer-111,15672.59,0,0,0,0,3,0,0,fictional
txn-00112,2025-01-16 00:00:00+00:00,customer-112,2129.09,0,0,0,1,4,1,0,fictional
txn-00113,2025-01-16 03:00:00+00:00,customer-113,1770.15,0,0,0,2,0,1,0,fictional
txn-00114,2025-01-16 06:00:00+00:00,customer-114,11000.45,0,0,0,1,2,0,0,fictional
txn-00115,2025-01-16 09:00:00+00:00,customer-115,7037.75,0,0,0,0,2,0,0,fictional
txn-00116,2025-01-16 12:00:00+00:00,customer-116,858.95,0,0,0,3,2,0,0,fictional
txn-00117,2025-01-16 15:00:00+00:00,customer-117,3192.78,0,0,0,1,2,0,0,fictional
txn-00118,2025-01-16 18:00:00+00:00,customer-118,4625.07,0,0,0,0,4,0,0,fictional
txn-00119,2025-01-16 21:00:00+00:00,customer-119,12719.13,0,1,0,0,6,0,0,fictional
txn-00120,2025-01-17 00:00:00+00:00,customer-120,5705.35,0,0,0,2,2,1,0,fictional
txn-00121,2025-01-17 03:00:00+00:00,customer-121,8472.09,0,0,0,0,2,1,0,fictional
txn-00122,2025-01-17 06:00:00+00:00,customer-122,17551.2,0,0,0,0,2,0,0,fictional
txn-00123,2025-01-17 09:00:00+00:00,customer-123,234.74,0,0,0,3,3,0,0,fictional
txn-00124,2025-01-17 12:00:00+00:00,customer-124,3494.06,1,0,0,0,4,0,0,fictional
txn-00125,2025-01-17 15:00:00+00:00,customer-125,1032.15,0,1,0,0,1,0,0,fictional
txn-00126,2025-01-17 18:00:00+00:00,customer-126,906.65,0,0,0,1,1,0,0,fictional
txn-00127,2025-01-17 21:00:00+00:00,customer-127,315.73,0,0,0,1,0,0,0,fictional
txn-00128,2025-01-18 00:00:00+00:00,customer-128,32386.42,1,0,0,0,4,1,0,fictional
txn-00129,2025-01-18 03:00:00+00:00,customer-129,35867.56,0,0,0,1,3,1,0,fictional
txn-00130,2025-01-18 06:00:00+00:00,customer-130,1130.9,0,0,0,1,2,0,0,fictional
txn-00131,2025-01-18 09:00:00+00:00,customer-131,1314.86,0,0,0,0,4,0,0,fictional
txn-00132,2025-01-18 12:00:00+00:00,customer-132,7494.64,1,0,0,3,2,0,0,fictional
txn-00133,2025-01-18 15:00:00+00:00,customer-133,2000.35,0,0,0,0,1,0,0,fictional
txn-00134,2025-01-18 18:00:00+00:00,customer-134,6703.24,0,1,0,0,4,0,0,fictional
txn-00135,2025-01-18 21:00:00+00:00,customer-135,7386.97,0,1,0,0,1,0,0,fictional
txn-00136,2025-01-19 00:00:00+00:00,customer-136,1675.53,1,0,0,1,2,1,0,fictional
txn-00137,2025-01-19 03:00:00+00:00,customer-137,2432.81,1,1,0,0,5,1,1,fictional
txn-00138,2025-01-19 06:00:00+00:00,customer-138,1415.16,0,0,0,0,3,0,0,fictional
txn-00139,2025-01-19 09:00:00+00:00,customer-139,673.99,0,1,0,0,1,0,0,fictional
txn-00140,2025-01-19 12:00:00+00:00,customer-140,2918.28,0,0,0,1,1,0,0,fictional
txn-00141,2025-01-19 15:00:00+00:00,customer-141,459.61,0,0,0,0,0,0,0,fictional
txn-00142,2025-01-19 18:00:00+00:00,customer-142,1853.42,0,1,0,0,4,0,0,fictional
txn-00143,2025-01-19 21:00:00+00:00,customer-143,581.81,0,0,0,1,1,0,0,fictional
txn-00144,2025-01-20 00:00:00+00:00,customer-144,479.97,0,0,0,2,3,1,0,fictional
txn-00145,2025-01-20 03:00:00+00:00,customer-145,6834.46,0,0,1,0,3,1,0,fictional
txn-00146,2025-01-20 06:00:00+00:00,customer-146,2374.57,0,0,0,1,1,0,0,fictional
txn-00147,2025-01-20 09:00:00+00:00,customer-147,4813.02,0,0,0,1,0,0,0,fictional
txn-00148,2025-01-20 12:00:00+00:00,customer-148,4981.36,0,0,0,0,3,0,0,fictional
txn-00149,2025-01-20 15:00:00+00:00,customer-149,4409.83,1,0,0,0,3,0,0,fictional
txn-00150,2025-01-20 18:00:00+00:00,customer-150,10297.37,0,0,0,0,4,0,0,fictional
txn-00151,2025-01-20 21:00:00+00:00,customer-151,47775.39,0,0,0,1,2,0,0,fictional
txn-00152,2025-01-21 00:00:00+00:00,customer-152,3353.97,0,0,0,0,3,1,0,fictional
txn-00153,2025-01-21 03:00:00+00:00,customer-153,660.47,0,0,0,3,3,1,1,fictional
txn-00154,2025-01-21 06:00:00+00:00,customer-154,1499.01,0,1,0,1,4,0,0,fictional
txn-00155,2025-01-21 09:00:00+00:00,customer-155,1114.37,0,0,0,0,5,0,0,fictional
txn-00156,2025-01-21 12:00:00+00:00,customer-156,2387.87,0,0,0,3,5,0,0,fictional
txn-00157,2025-01-21 15:00:00+00:00,customer-157,3508.51,0,0,0,0,2,0,0,fictional
txn-00158,2025-01-21 18:00:00+00:00,customer-158,4204.29,1,0,0,0,2,0,0,fictional
txn-00159,2025-01-21 21:00:00+00:00,customer-159,4094.11,0,0,0,0,4,0,0,fictional
txn-00160,2025-01-22 00:00:00+00:00,customer-160,3725.11,0,0,0,0,3,1,0,fictional
txn-00161,2025-01-22 03:00:00+00:00,customer-161,86.5,0,0,0,0,5,1,0,fictional
txn-00162,2025-01-22 06:00:00+00:00,customer-162,3872.27,0,0,0,1,1,0,0,fictional
txn-00163,2025-01-22 09:00:00+00:00,customer-163,15690.8,0,0,0,0,2,0,0,fictional
txn-00164,2025-01-22 12:00:00+00:00,customer-164,2762.86,1,0,1,0,4,0,0,fictional
txn-00165,2025-01-22 15:00:00+00:00,customer-165,3030.88,0,0,0,1,3,0,0,fictional
txn-00166,2025-01-22 18:00:00+00:00,customer-166,9324.9,0,0,0,0,3,0,0,fictional
txn-00167,2025-01-22 21:00:00+00:00,customer-167,8552.44,1,0,1,0,3,0,0,fictional
txn-00168,2025-01-23 00:00:00+00:00,customer-168,4917.02,0,0,0,0,1,1,0,fictional
txn-00169,2025-01-23 03:00:00+00:00,customer-169,830.17,1,1,0,0,2,1,0,fictional
txn-00170,2025-01-23 06:00:00+00:00,customer-170,2287.06,1,0,0,2,2,0,0,fictional
txn-00171,2025-01-23 09:00:00+00:00,customer-171,716.55,0,0,1,1,0,0,0,fictional
txn-00172,2025-01-23 12:00:00+00:00,customer-172,288.35,1,1,0,0,3,0,0,fictional
txn-00173,2025-01-23 15:00:00+00:00,customer-000,2864.86,0,0,0,0,4,0,0,fictional
txn-00174,2025-01-23 18:00:00+00:00,customer-001,2514.25,0,0,0,2,5,0,0,fictional
txn-00175,2025-01-23 21:00:00+00:00,customer-002,609.24,0,0,0,0,1,0,0,fictional
txn-00176,2025-01-24 00:00:00+00:00,customer-003,2419.72,0,1,0,1,3,1,0,fictional
txn-00177,2025-01-24 03:00:00+00:00,customer-004,5752.4,0,0,0,2,4,1,0,fictional
txn-00178,2025-01-24 06:00:00+00:00,customer-005,6307.15,1,0,0,1,3,0,0,fictional
txn-00179,2025-01-24 09:00:00+00:00,customer-006,497.56,0,0,1,2,3,0,0,fictional
txn-00180,2025-01-24 12:00:00+00:00,customer-007,9356.12,0,1,0,2,6,0,0,fictional
txn-00181,2025-01-24 15:00:00+00:00,customer-008,8128.73,0,0,0,0,1,0,0,fictional
txn-00182,2025-01-24 18:00:00+00:00,customer-009,1597.69,1,0,0,1,5,0,0,fictional
txn-00183,2025-01-24 21:00:00+00:00,customer-010,18759.63,0,1,0,1,4,0,0,fictional
txn-00184,2025-01-25 00:00:00+00:00,customer-011,4080.71,1,0,0,1,2,1,0,fictional
txn-00185,2025-01-25 03:00:00+00:00,customer-012,37564.58,0,0,0,0,2,1,0,fictional
txn-00186,2025-01-25 06:00:00+00:00,customer-013,6406.25,0,0,0,3,3,0,0,fictional
txn-00187,2025-01-25 09:00:00+00:00,customer-014,21717.09,0,0,0,2,1,0,0,fictional
txn-00188,2025-01-25 12:00:00+00:00,customer-015,400.09,0,1,0,0,3,0,0,fictional
txn-00189,2025-01-25 15:00:00+00:00,customer-016,4440.93,0,0,0,2,5,0,0,fictional
txn-00190,2025-01-25 18:00:00+00:00,customer-017,2354.29,0,0,0,0,1,0,0,fictional
txn-00191,2025-01-25 21:00:00+00:00,customer-018,818.58,0,0,0,0,3,0,0,fictional
txn-00192,2025-01-26 00:00:00+00:00,customer-019,410.83,1,0,0,1,1,1,0,fictional
txn-00193,2025-01-26 03:00:00+00:00,customer-020,5528.98,0,1,0,2,5,1,0,fictional
txn-00194,2025-01-26 06:00:00+00:00,customer-021,369.14,0,0,0,0,2,0,0,fictional
txn-00195,2025-01-26 09:00:00+00:00,customer-022,1755.31,0,1,0,0,3,0,0,fictional
txn-00196,2025-01-26 12:00:00+00:00,customer-023,2807.16,0,0,0,0,1,0,0,fictional
txn-00197,2025-01-26 15:00:00+00:00,customer-024,2110.0,1,1,0,0,2,0,0,fictional
txn-00198,2025-01-26 18:00:00+00:00,customer-025,6087.48,0,1,0,0,4,0,0,fictional
txn-00199,2025-01-26 21:00:00+00:00,customer-026,5304.18,1,0,0,0,4,0,0,fictional
txn-00200,2025-01-27 00:00:00+00:00,customer-027,33603.34,1,0,1,1,2,1,1,fictional
txn-00201,2025-01-27 03:00:00+00:00,customer-028,23846.34,0,0,0,0,1,1,0,fictional
txn-00202,2025-01-27 06:00:00+00:00,customer-029,4026.46,1,0,0,0,2,0,0,fictional
txn-00203,2025-01-27 09:00:00+00:00,customer-030,99.57,0,1,0,1,4,0,0,fictional
txn-00204,2025-01-27 12:00:00+00:00,customer-031,4238.51,1,0,0,0,6,0,0,fictional
txn-00205,2025-01-27 15:00:00+00:00,customer-032,450.53,0,0,0,1,3,0,0,fictional
txn-00206,2025-01-27 18:00:00+00:00,customer-033,16631.04,0,0,1,0,0,0,0,fictional
txn-00207,2025-01-27 21:00:00+00:00,customer-034,8225.24,0,0,0,0,2,0,0,fictional
txn-00208,2025-01-28 00:00:00+00:00,customer-035,2341.84,0,0,0,1,2,1,0,fictional
txn-00209,2025-01-28 03:00:00+00:00,customer-036,1913.8,1,0,0,0,6,1,0,fictional
txn-00210,2025-01-28 06:00:00+00:00,customer-037,6704.42,0,0,0,1,4,0,0,fictional
txn-00211,2025-01-28 09:00:00+00:00,customer-038,573.8,0,0,0,1,3,0,0,fictional
txn-00212,2025-01-28 12:00:00+00:00,customer-039,1498.24,1,0,0,0,2,0,0,fictional
txn-00213,2025-01-28 15:00:00+00:00,customer-040,4750.72,0,0,1,0,1,0,0,fictional
txn-00214,2025-01-28 18:00:00+00:00,customer-041,3574.38,0,0,0,2,1,0,0,fictional
txn-00215,2025-01-28 21:00:00+00:00,customer-042,5876.64,0,1,0,0,5,0,0,fictional
txn-00216,2025-01-29 00:00:00+00:00,customer-043,4369.12,0,0,0,0,3,1,0,fictional
txn-00217,2025-01-29 03:00:00+00:00,customer-044,4457.89,0,0,0,0,2,1,0,fictional
txn-00218,2025-01-29 06:00:00+00:00,customer-045,30050.74,0,0,1,0,0,0,0,fictional
txn-00219,2025-01-29 09:00:00+00:00,customer-046,4808.39,0,0,0,1,3,0,0,fictional
txn-00220,2025-01-29 12:00:00+00:00,customer-047,532.57,0,1,0,2,5,0,0,fictional
txn-00221,2025-01-29 15:00:00+00:00,customer-048,282.08,1,0,0,0,4,0,0,fictional
txn-00222,2025-01-29 18:00:00+00:00,customer-049,768.81,1,0,0,2,3,0,0,fictional
txn-00223,2025-01-29 21:00:00+00:00,customer-050,5159.57,1,0,1,2,3,0,0,fictional
txn-00224,2025-01-30 00:00:00+00:00,customer-051,304.68,0,0,0,0,3,1,0,fictional
txn-00225,2025-01-30 03:00:00+00:00,customer-052,13835.81,0,0,0,2,2,1,0,fictional
txn-00226,2025-01-30 06:00:00+00:00,customer-053,1805.12,1,0,0,0,7,0,0,fictional
txn-00227,2025-01-30 09:00:00+00:00,customer-054,5718.26,0,0,0,1,2,0,0,fictional
txn-00228,2025-01-30 12:00:00+00:00,customer-055,889.5,0,0,0,3,4,0,0,fictional
txn-00229,2025-01-30 15:00:00+00:00,customer-056,726.71,0,1,0,0,2,0,0,fictional
txn-00230,2025-01-30 18:00:00+00:00,customer-057,14753.72,0,0,0,1,1,0,0,fictional
txn-00231,2025-01-30 21:00:00+00:00,customer-058,1127.53,0,0,0,1,2,0,0,fictional
txn-00232,2025-01-31 00:00:00+00:00,customer-059,619.5,0,0,0,0,3,1,0,fictional
txn-00233,2025-01-31 03:00:00+00:00,customer-060,2223.12,0,0,0,2,4,1,0,fictional
txn-00234,2025-01-31 06:00:00+00:00,customer-061,10276.33,0,0,0,0,1,0,0,fictional
txn-00235,2025-01-31 09:00:00+00:00,customer-062,1270.3,0,0,0,1,2,0,0,fictional
txn-00236,2025-01-31 12:00:00+00:00,customer-063,2970.23,0,0,0,2,2,0,0,fictional
txn-00237,2025-01-31 15:00:00+00:00,customer-064,11003.0,0,0,0,0,6,0,0,fictional
txn-00238,2025-01-31 18:00:00+00:00,customer-065,5495.92,0,0,0,1,1,0,0,fictional
txn-00239,2025-01-31 21:00:00+00:00,customer-066,371.38,0,0,0,2,3,0,0,fictional
txn-00240,2025-02-01 00:00:00+00:00,customer-067,3845.44,0,0,0,0,0,1,0,fictional
txn-00241,2025-02-01 03:00:00+00:00,customer-068,11054.8,0,0,1,3,3,1,0,fictional
txn-00242,2025-02-01 06:00:00+00:00,customer-069,64729.48,1,0,0,1,6,0,1,fictional
txn-00243,2025-02-01 09:00:00+00:00,customer-070,3016.94,1,0,0,3,2,0,1,fictional
txn-00244,2025-02-01 12:00:00+00:00,customer-071,29552.09,0,1,1,1,3,0,1,fictional
txn-00245,2025-02-01 15:00:00+00:00,customer-072,29976.42,0,0,0,0,3,0,0,fictional
txn-00246,2025-02-01 18:00:00+00:00,customer-073,11106.67,0,0,0,0,1,0,0,fictional
txn-00247,2025-02-01 21:00:00+00:00,customer-074,6093.1,0,1,0,1,2,0,0,fictional
txn-00248,2025-02-02 00:00:00+00:00,customer-075,543.9,0,0,0,1,1,1,0,fictional
txn-00249,2025-02-02 03:00:00+00:00,customer-076,7720.03,0,0,0,0,2,1,0,fictional
txn-00250,2025-02-02 06:00:00+00:00,customer-077,9177.15,0,1,0,1,4,0,0,fictional
txn-00251,2025-02-02 09:00:00+00:00,customer-078,604.75,0,0,0,0,1,0,0,fictional
txn-00252,2025-02-02 12:00:00+00:00,customer-079,1339.56,0,0,0,2,3,0,0,fictional
txn-00253,2025-02-02 15:00:00+00:00,customer-080,325.59,0,0,0,0,1,0,0,fictional
txn-00254,2025-02-02 18:00:00+00:00,customer-081,4109.35,1,1,0,0,7,0,0,fictional
txn-00255,2025-02-02 21:00:00+00:00,customer-082,58492.62,1,1,0,0,3,0,0,fictional
txn-00256,2025-02-03 00:00:00+00:00,customer-083,2124.77,0,1,0,0,1,1,0,fictional
txn-00257,2025-02-03 03:00:00+00:00,customer-084,8528.28,1,1,0,1,4,1,0,fictional
txn-00258,2025-02-03 06:00:00+00:00,customer-085,14332.72,0,0,0,0,1,0,0,fictional
txn-00259,2025-02-03 09:00:00+00:00,customer-086,8109.03,1,0,0,0,6,0,0,fictional
txn-00260,2025-02-03 12:00:00+00:00,customer-087,534.02,0,0,0,2,2,0,0,fictional
txn-00261,2025-02-03 15:00:00+00:00,customer-088,1089.44,0,0,1,1,0,0,0,fictional
txn-00262,2025-02-03 18:00:00+00:00,customer-089,7619.35,0,0,0,2,3,0,0,fictional
txn-00263,2025-02-03 21:00:00+00:00,customer-090,5372.89,0,1,0,0,1,0,0,fictional
txn-00264,2025-02-04 00:00:00+00:00,customer-091,582.34,0,0,0,0,3,1,0,fictional
txn-00265,2025-02-04 03:00:00+00:00,customer-092,2379.0,1,0,0,1,3,1,0,fictional
txn-00266,2025-02-04 06:00:00+00:00,customer-093,3160.54,0,1,0,0,3,0,0,fictional
txn-00267,2025-02-04 09:00:00+00:00,customer-094,66163.08,0,1,0,1,4,0,0,fictional
txn-00268,2025-02-04 12:00:00+00:00,customer-095,5978.8,1,0,0,1,3,0,0,fictional
txn-00269,2025-02-04 15:00:00+00:00,customer-096,17418.06,0,0,0,0,2,0,0,fictional
txn-00270,2025-02-04 18:00:00+00:00,customer-097,422.68,1,0,0,2,4,0,0,fictional
txn-00271,2025-02-04 21:00:00+00:00,customer-098,85544.88,0,0,0,0,1,0,0,fictional
