date,ticker,decision_time,text_available_at,revised_available_at,return_start_at,return_end_at,text_signal,revised_text_signal,latent_regime,next_return,close
2021-01-18,ACME,2021-01-18 16:00:00+00:00,2021-01-18 15:58:00+00:00,2021-01-19 12:00:00+00:00,2021-01-18 16:01:00+00:00,2021-01-19 16:00:00+00:00,0.376562,0.347534,normal,-0.00110436,94.8939
2021-01-19,ACME,2021-01-19 16:00:00+00:00,2021-01-19 15:58:00+00:00,2021-01-20 12:00:00+00:00,2021-01-19 16:01:00+00:00,2021-01-20 16:00:00+00:00,1.34162,1.876644,expansion,0.01084094,95.9226
2021-01-20,ACME,2021-01-20 16:00:00+00:00,2021-01-20 15:58:00+00:00,2021-01-21 12:00:00+00:00,2021-01-20 16:01:00+00:00,2021-01-21 16:00:00+00:00,1.258213,1.077182,expansion,-0.00695975,95.255
2021-01-21,ACME,2021-01-21 16:00:00+00:00,2021-01-21 15:58:00+00:00,2021-01-22 12:00:00+00:00,2021-01-21 16:01:00+00:00,2021-01-22 16:00:00+00:00,0.835968,1.68817,normal,0.02189117,97.3403
2021-01-22,ACME,2021-01-22 16:00:00+00:00,2021-01-22 15:58:00+00:00,2021-01-23 12:00:00+00:00,2021-01-22 16:01:00+00:00,2021-01-25 16:00:00+00:00,0.041656,-0.122364,normal,-0.00543681,96.8111
2021-01-25,ACME,2021-01-25 16:00:00+00:00,2021-01-25 15:58:00+00:00,2021-01-26 12:00:00+00:00,2021-01-25 16:01:00+00:00,2021-01-26 16:00:00+00:00,-0.414913,-0.092668,normal,0.0059215,97.3843
2021-01-26,ACME,2021-01-26 16:00:00+00:00,2021-01-26 15:58:00+00:00,2021-01-27 12:00:00+00:00,2021-01-26 16:01:00+00:00,2021-01-27 16:00:00+00:00,0.91545,1.178281,normal,0.00655865,98.023
2021-01-27,ACME,2021-01-27 16:00:00+00:00,2021-01-27 15:58:00+00:00,2021-01-28 12:00:00+00:00,2021-01-27 16:01:00+00:00,2021-01-28 16:00:00+00:00,-0.338948,-1.451121,normal,-0.02432879,95.6383
2021-01-28,ACME,2021-01-28 16:00:00+00:00,2021-01-28 15:58:00+00:00,2021-01-29 12:00:00+00:00,2021-01-28 16:01:00+00:00,2021-01-29 16:00:00+00:00,-0.257446,-0.825299,normal,-0.0091451,94.7636
2021-01-29,ACME,2021-01-29 16:00:00+00:00,2021-01-29 15:58:00+00:00,2021-01-30 12:00:00+00:00,2021-01-29 16:01:00+00:00,2021-02-01 16:00:00+00:00,-0.659342,-1.246034,normal,-0.01111197,93.7106
2021-02-01,ACME,2021-02-01 16:00:00+00:00,2021-02-01 15:58:00+00:00,2021-02-02 12:00:00+00:00,2021-02-01 16:01:00+00:00,2021-02-02 16:00:00+00:00,-0.577647,0.015618,normal,0.01013206,94.6601
2021-02-02,ACME,2021-02-02 16:00:00+00:00,2021-02-02 15:58:00+00:00,2021-02-03 12:00:00+00:00,2021-02-02 16:01:00+00:00,2021-02-03 16:00:00+00:00,-0.926667,-0.610179,stress,0.00595978,95.2243
2021-02-03,ACME,2021-02-03 16:00:00+00:00,2021-02-03 15:58:00+00:00,2021-02-04 12:00:00+00:00,2021-02-03 16:01:00+00:00,2021-02-04 16:00:00+00:00,-0.443419,-0.746397,normal,-0.00795772,94.4665
2021-02-04,ACME,2021-02-04 16:00:00+00:00,2021-02-04 15:58:00+00:00,2021-02-05 12:00:00+00:00,2021-02-04 16:01:00+00:00,2021-02-05 16:00:00+00:00,-0.524789,-0.358012,normal,0.00259903,94.712
2021-02-05,ACME,2021-02-05 16:00:00+00:00,2021-02-05 15:58:00+00:00,2021-02-06 12:00:00+00:00,2021-02-05 16:01:00+00:00,2021-02-08 16:00:00+00:00,0.020657,-0.016817,normal,-0.00201167,94.5215
2021-02-08,ACME,2021-02-08 16:00:00+00:00,2021-02-08 15:58:00+00:00,2021-02-09 12:00:00+00:00,2021-02-08 16:01:00+00:00,2021-02-09 16:00:00+00:00,0.958037,0.279718,expansion,-0.01850913,92.772
2021-02-09,ACME,2021-02-09 16:00:00+00:00,2021-02-09 15:58:00+00:00,2021-02-10 12:00:00+00:00,2021-02-09 16:01:00+00:00,2021-02-10 16:00:00+00:00,0.062362,0.942808,normal,0.01672836,94.3239
2021-02-10,ACME,2021-02-10 16:00:00+00:00,2021-02-10 15:58:00+00:00,2021-02-11 12:00:00+00:00,2021-02-10 16:01:00+00:00,2021-02-11 16:00:00+00:00,0.019537,-0.127804,normal,-0.0057709,93.7796
2021-02-11,ACME,2021-02-11 16:00:00+00:00,2021-02-11 15:58:00+00:00,2021-02-12 12:00:00+00:00,2021-02-11 16:01:00+00:00,2021-02-12 16:00:00+00:00,1.232097,1.961434,expansion,0.01270299,94.9708
2021-02-12,ACME,2021-02-12 16:00:00+00:00,2021-02-12 15:58:00+00:00,2021-02-13 12:00:00+00:00,2021-02-12 16:01:00+00:00,2021-02-15 16:00:00+00:00,-0.065424,0.347924,normal,0.00345477,95.2989
2021-02-15,ACME,2021-02-15 16:00:00+00:00,2021-02-15 15:58:00+00:00,2021-02-16 12:00:00+00:00,2021-02-15 16:01:00+00:00,2021-02-16 16:00:00+00:00,1.470077,1.394984,expansion,0.00181432,95.4718
2021-02-16,ACME,2021-02-16 16:00:00+00:00,2021-02-16 15:58:00+00:00,2021-02-17 12:00:00+00:00,2021-02-16 16:01:00+00:00,2021-02-17 16:00:00+00:00,1.644024,1.863196,expansion,0.00544043,95.9913
2021-02-17,ACME,2021-02-17 16:00:00+00:00,2021-02-17 15:58:00+00:00,2021-02-18 12:00:00+00:00,2021-02-17 16:01:00+00:00,2021-02-18 16:00:00+00:00,1.478557,1.375728,expansion,-0.00077071,95.9173
2021-02-18,ACME,2021-02-18 16:00:00+00:00,2021-02-18 15:58:00+00:00,2021-02-19 12:00:00+00:00,2021-02-18 16:01:00+00:00,2021-02-19 16:00:00+00:00,0.479072,0.346287,normal,0.00266115,96.1725
2021-02-19,ACME,2021-02-19 16:00:00+00:00,2021-02-19 15:58:00+00:00,2021-02-20 12:00:00+00:00,2021-02-19 16:01:00+00:00,2021-02-22 16:00:00+00:00,0.564445,-0.439583,normal,-0.02429911,93.8356
2021-02-22,ACME,2021-02-22 16:00:00+00:00,2021-02-22 15:58:00+00:00,2021-02-23 12:00:00+00:00,2021-02-22 16:01:00+00:00,2021-02-23 16:00:00+00:00,0.735865,0.43599,normal,-0.00580195,93.2912
2021-02-23,ACME,2021-02-23 16:00:00+00:00,2021-02-23 15:58:00+00:00,2021-02-24 12:00:00+00:00,2021-02-23 16:01:00+00:00,2021-02-24 16:00:00+00:00,0.719418,1.706845,normal,0.02022687,95.1782
2021-02-24,ACME,2021-02-24 16:00:00+00:00,2021-02-24 15:58:00+00:00,2021-02-25 12:00:00+00:00,2021-02-24 16:01:00+00:00,2021-02-25 16:00:00+00:00,-0.079632,0.298457,normal,0.0118755,96.3085
2021-02-25,ACME,2021-02-25 16:00:00+00:00,2021-02-25 15:58:00+00:00,2021-02-26 12:00:00+00:00,2021-02-25 16:01:00+00:00,2021-02-26 16:00:00+00:00,0.684145,0.474423,expansion,-0.00542386,95.7861
2021-02-26,ACME,2021-02-26 16:00:00+00:00,2021-02-26 15:58:00+00:00,2021-02-27 12:00:00+00:00,2021-02-26 16:01:00+00:00,2021-03-01 16:00:00+00:00,1.022697,1.022405,expansion,-7.819e-05,95.7786
2021-03-01,ACME,2021-03-01 16:00:00+00:00,2021-03-01 15:58:00+00:00,2021-03-02 12:00:00+00:00,2021-03-01 16:01:00+00:00,2021-03-02 16:00:00+00:00,1.419638,0.200804,expansion,-0.0220669,93.6651
2021-03-02,ACME,2021-03-02 16:00:00+00:00,2021-03-02 15:58:00+00:00,2021-03-03 12:00:00+00:00,2021-03-02 16:01:00+00:00,2021-03-03 16:00:00+00:00,0.470064,0.319471,normal,-0.00217436,93.4614
2021-03-03,ACME,2021-03-03 16:00:00+00:00,2021-03-03 15:58:00+00:00,2021-03-04 12:00:00+00:00,2021-03-03 16:01:00+00:00,2021-03-04 16:00:00+00:00,1.316392,1.474828,expansion,0.00374373,93.8113
2021-03-04,ACME,2021-03-04 16:00:00+00:00,2021-03-04 15:58:00+00:00,2021-03-05 12:00:00+00:00,2021-03-04 16:01:00+00:00,2021-03-05 16:00:00+00:00,1.006159,1.317268,normal,0.00341102,94.1313
2021-03-05,ACME,2021-03-05 16:00:00+00:00,2021-03-05 15:58:00+00:00,2021-03-06 12:00:00+00:00,2021-03-05 16:01:00+00:00,2021-03-08 16:00:00+00:00,0.067484,0.046657,normal,0.0029068,94.4049
2021-03-08,ACME,2021-03-08 16:00:00+00:00,2021-03-08 15:58:00+00:00,2021-03-09 12:00:00+00:00,2021-03-08 16:01:00+00:00,2021-03-09 16:00:00+00:00,0.430911,0.811241,normal,0.01100199,95.4436
2021-03-09,ACME,2021-03-09 16:00:00+00:00,2021-03-09 15:58:00+00:00,2021-03-10 12:00:00+00:00,2021-03-09 16:01:00+00:00,2021-03-10 16:00:00+00:00,0.59979,0.688182,normal,0.00679425,96.092
2021-03-10,ACME,2021-03-10 16:00:00+00:00,2021-03-10 15:58:00+00:00,2021-03-11 12:00:00+00:00,2021-03-10 16:01:00+00:00,2021-03-11 16:00:00+00:00,0.368018,-0.121618,normal,-0.00712763,95.4071
2021-03-11,ACME,2021-03-11 16:00:00+00:00,2021-03-11 15:58:00+00:00,2021-03-12 12:00:00+00:00,2021-03-11 16:01:00+00:00,2021-03-12 16:00:00+00:00,-0.760892,-0.497866,stress,0.00290939,95.6847
2021-03-12,ACME,2021-03-12 16:00:00+00:00,2021-03-12 15:58:00+00:00,2021-03-13 12:00:00+00:00,2021-03-12 16:01:00+00:00,2021-03-15 16:00:00+00:00,-0.451612,-1.1149,stress,-0.01237488,94.5006
2021-03-15,ACME,2021-03-15 16:00:00+00:00,2021-03-15 15:58:00+00:00,2021-03-16 12:00:00+00:00,2021-03-15 16:01:00+00:00,2021-03-16 16:00:00+00:00,1.239344,1.464225,normal,0.00712825,95.1742
2021-03-16,ACME,2021-03-16 16:00:00+00:00,2021-03-16 15:58:00+00:00,2021-03-17 12:00:00+00:00,2021-03-16 16:01:00+00:00,2021-03-17 16:00:00+00:00,0.790047,0.738317,normal,-0.00402067,94.7916
2021-03-17,ACME,2021-03-17 16:00:00+00:00,2021-03-17 15:58:00+00:00,2021-03-18 12:00:00+00:00,2021-03-17 16:01:00+00:00,2021-03-18 16:00:00+00:00,0.753356,0.589684,normal,-0.0012586,94.6723
2021-03-18,ACME,2021-03-18 16:00:00+00:00,2021-03-18 15:58:00+00:00,2021-03-19 12:00:00+00:00,2021-03-18 16:01:00+00:00,2021-03-19 16:00:00+00:00,0.844331,1.348516,expansion,0.01290653,95.8942
2021-03-19,ACME,2021-03-19 16:00:00+00:00,2021-03-19 15:58:00+00:00,2021-03-20 12:00:00+00:00,2021-03-19 16:01:00+00:00,2021-03-22 16:00:00+00:00,1.523,1.004692,expansion,-0.01259089,94.6868
2021-03-22,ACME,2021-03-22 16:00:00+00:00,2021-03-22 15:58:00+00:00,2021-03-23 12:00:00+00:00,2021-03-22 16:01:00+00:00,2021-03-23 16:00:00+00:00,0.087521,0.666226,normal,0.01250896,95.8712
2021-03-23,ACME,2021-03-23 16:00:00+00:00,2021-03-23 15:58:00+00:00,2021-03-24 12:00:00+00:00,2021-03-23 16:01:00+00:00,2021-03-24 16:00:00+00:00,0.494189,0.156531,normal,-0.0067202,95.2269
2021-03-24,ACME,2021-03-24 16:00:00+00:00,2021-03-24 15:58:00+00:00,2021-03-25 12:00:00+00:00,2021-03-24 16:01:00+00:00,2021-03-25 16:00:00+00:00,1.220361,1.246616,expansion,-0.00223068,95.0145
2021-03-25,ACME,2021-03-25 16:00:00+00:00,2021-03-25 15:58:00+00:00,2021-03-26 12:00:00+00:00,2021-03-25 16:01:00+00:00,2021-03-26 16:00:00+00:00,1.207191,0.633735,expansion,-0.01425779,93.6598
2021-03-26,ACME,2021-03-26 16:00:00+00:00,2021-03-26 15:58:00+00:00,2021-03-27 12:00:00+00:00,2021-03-26 16:01:00+00:00,2021-03-29 16:00:00+00:00,0.161664,0.651841,normal,0.01111997,94.7013
2021-03-29,ACME,2021-03-29 16:00:00+00:00,2021-03-29 15:58:00+00:00,2021-03-30 12:00:00+00:00,2021-03-29 16:01:00+00:00,2021-03-30 16:00:00+00:00,1.134052,1.243826,expansion,0.0035967,95.0419
2021-03-30,ACME,2021-03-30 16:00:00+00:00,2021-03-30 15:58:00+00:00,2021-03-31 12:00:00+00:00,2021-03-30 16:01:00+00:00,2021-03-31 16:00:00+00:00,0.042283,0.289674,expansion,0.00530046,95.5457
2021-03-31,ACME,2021-03-31 16:00:00+00:00,2021-03-31 15:58:00+00:00,2021-04-01 12:00:00+00:00,2021-03-31 16:01:00+00:00,2021-04-01 16:00:00+00:00,-0.917069,-1.607416,normal,-0.01589042,94.0274
2021-04-01,ACME,2021-04-01 16:00:00+00:00,2021-04-01 15:58:00+00:00,2021-04-02 12:00:00+00:00,2021-04-01 16:01:00+00:00,2021-04-02 16:00:00+00:00,-0.394219,-0.916243,normal,-0.01123748,92.9708
2021-04-02,ACME,2021-04-02 16:00:00+00:00,2021-04-02 15:58:00+00:00,2021-04-03 12:00:00+00:00,2021-04-02 16:01:00+00:00,2021-04-05 16:00:00+00:00,-1.359039,-0.831015,stress,0.01176979,94.065
2021-04-05,ACME,2021-04-05 16:00:00+00:00,2021-04-05 15:58:00+00:00,2021-04-06 12:00:00+00:00,2021-04-05 16:01:00+00:00,2021-04-06 16:00:00+00:00,-0.788836,-1.47692,stress,-0.01405807,92.7427
2021-04-06,ACME,2021-04-06 16:00:00+00:00,2021-04-06 15:58:00+00:00,2021-04-07 12:00:00+00:00,2021-04-06 16:01:00+00:00,2021-04-07 16:00:00+00:00,-0.741569,-0.409344,stress,0.01033601,93.7013
2021-04-07,ACME,2021-04-07 16:00:00+00:00,2021-04-07 15:58:00+00:00,2021-04-08 12:00:00+00:00,2021-04-07 16:01:00+00:00,2021-04-08 16:00:00+00:00,-1.101555,-1.553898,stress,-0.0037175,93.3529
2021-04-08,ACME,2021-04-08 16:00:00+00:00,2021-04-08 15:58:00+00:00,2021-04-09 12:00:00+00:00,2021-04-08 16:01:00+00:00,2021-04-09 16:00:00+00:00,-1.511626,-1.885215,stress,-0.0076876,92.6353
2021-04-09,ACME,2021-04-09 16:00:00+00:00,2021-04-09 15:58:00+00:00,2021-04-10 12:00:00+00:00,2021-04-09 16:01:00+00:00,2021-04-12 16:00:00+00:00,-0.480912,-0.642384,stress,-0.00212101,92.4388
2021-04-12,ACME,2021-04-12 16:00:00+00:00,2021-04-12 15:58:00+00:00,2021-04-13 12:00:00+00:00,2021-04-12 16:01:00+00:00,2021-04-13 16:00:00+00:00,-0.373867,-0.808294,normal,-0.00482402,91.9928
2021-04-13,ACME,2021-04-13 16:00:00+00:00,2021-04-13 15:58:00+00:00,2021-04-14 12:00:00+00:00,2021-04-13 16:01:00+00:00,2021-04-14 16:00:00+00:00,0.675458,0.154814,normal,-0.01303254,90.7939
2021-04-14,ACME,2021-04-14 16:00:00+00:00,2021-04-14 15:58:00+00:00,2021-04-15 12:00:00+00:00,2021-04-14 16:01:00+00:00,2021-04-15 16:00:00+00:00,1.087149,1.232263,normal,0.00744777,91.4702
2021-04-15,ACME,2021-04-15 16:00:00+00:00,2021-04-15 15:58:00+00:00,2021-04-16 12:00:00+00:00,2021-04-15 16:01:00+00:00,2021-04-16 16:00:00+00:00,-0.691777,-0.74785,normal,-0.00601188,90.9203
2021-04-16,ACME,2021-04-16 16:00:00+00:00,2021-04-16 15:58:00+00:00,2021-04-17 12:00:00+00:00,2021-04-16 16:01:00+00:00,2021-04-19 16:00:00+00:00,0.320629,0.822381,normal,0.01023785,91.8511
2021-04-19,ACME,2021-04-19 16:00:00+00:00,2021-04-19 15:58:00+00:00,2021-04-20 12:00:00+00:00,2021-04-19 16:01:00+00:00,2021-04-20 16:00:00+00:00,0.420461,-0.338261,normal,-0.01619377,90.3637
2021-04-20,ACME,2021-04-20 16:00:00+00:00,2021-04-20 15:58:00+00:00,2021-04-21 12:00:00+00:00,2021-04-20 16:01:00+00:00,2021-04-21 16:00:00+00:00,0.180578,0.291236,normal,-0.00151683,90.2266
2021-04-21,ACME,2021-04-21 16:00:00+00:00,2021-04-21 15:58:00+00:00,2021-04-22 12:00:00+00:00,2021-04-21 16:01:00+00:00,2021-04-22 16:00:00+00:00,-0.325522,-0.41089,normal,-0.00389802,89.8749
2021-04-22,ACME,2021-04-22 16:00:00+00:00,2021-04-22 15:58:00+00:00,2021-04-23 12:00:00+00:00,2021-04-22 16:01:00+00:00,2021-04-23 16:00:00+00:00,-1.466379,-2.162273,stress,-0.00907105,89.0596
2021-04-23,ACME,2021-04-23 16:00:00+00:00,2021-04-23 15:58:00+00:00,2021-04-24 12:00:00+00:00,2021-04-23 16:01:00+00:00,2021-04-26 16:00:00+00:00,-0.766354,-0.447474,stress,0.00634857,89.625
2021-04-26,ACME,2021-04-26 16:00:00+00:00,2021-04-26 15:58:00+00:00,2021-04-27 12:00:00+00:00,2021-04-26 16:01:00+00:00,2021-04-27 16:00:00+00:00,-1.331631,-0.615738,stress,0.01392974,90.8735
2021-04-27,ACME,2021-04-27 16:00:00+00:00,2021-04-27 15:58:00+00:00,2021-04-28 12:00:00+00:00,2021-04-27 16:01:00+00:00,2021-04-28 16:00:00+00:00,-1.005055,-0.902307,normal,-0.00023203,90.8524
2021-04-28,ACME,2021-04-28 16:00:00+00:00,2021-04-28 15:58:00+00:00,2021-04-29 12:00:00+00:00,2021-04-28 16:01:00+00:00,2021-04-29 16:00:00+00:00,-0.675171,-1.065214,normal,-0.01008613,89.9361
2021-04-29,ACME,2021-04-29 16:00:00+00:00,2021-04-29 15:58:00+00:00,2021-04-30 12:00:00+00:00,2021-04-29 16:01:00+00:00,2021-04-30 16:00:00+00:00,-0.529395,-1.409681,normal,-0.01869457,88.2547
2021-04-30,ACME,2021-04-30 16:00:00+00:00,2021-04-30 15:58:00+00:00,2021-05-01 12:00:00+00:00,2021-04-30 16:01:00+00:00,2021-05-03 16:00:00+00:00,-0.196042,-0.189264,stress,-0.00012335,88.2439
2021-05-03,ACME,2021-05-03 16:00:00+00:00,2021-05-03 15:58:00+00:00,2021-05-04 12:00:00+00:00,2021-05-03 16:01:00+00:00,2021-05-04 16:00:00+00:00,-1.107766,-1.328324,stress,-0.00752917,87.5795
2021-05-04,ACME,2021-05-04 16:00:00+00:00,2021-05-04 15:58:00+00:00,2021-05-05 12:00:00+00:00,2021-05-04 16:01:00+00:00,2021-05-05 16:00:00+00:00,-2.129484,-2.480228,stress,-0.00559175,87.0897
2021-05-05,ACME,2021-05-05 16:00:00+00:00,2021-05-05 15:58:00+00:00,2021-05-06 12:00:00+00:00,2021-05-05 16:01:00+00:00,2021-05-06 16:00:00+00:00,-1.851793,-2.553703,stress,-0.01351074,85.9131
2021-05-06,ACME,2021-05-06 16:00:00+00:00,2021-05-06 15:58:00+00:00,2021-05-07 12:00:00+00:00,2021-05-06 16:01:00+00:00,2021-05-07 16:00:00+00:00,-0.978507,-1.345714,stress,-0.00357626,85.6058
2021-05-07,ACME,2021-05-07 16:00:00+00:00,2021-05-07 15:58:00+00:00,2021-05-08 12:00:00+00:00,2021-05-07 16:01:00+00:00,2021-05-10 16:00:00+00:00,-0.835534,0.172311,stress,0.02049299,87.3602
2021-05-10,ACME,2021-05-10 16:00:00+00:00,2021-05-10 15:58:00+00:00,2021-05-11 12:00:00+00:00,2021-05-10 16:01:00+00:00,2021-05-11 16:00:00+00:00,-0.822921,-0.34363,stress,0.00936346,88.1781
2021-05-11,ACME,2021-05-11 16:00:00+00:00,2021-05-11 15:58:00+00:00,2021-05-12 12:00:00+00:00,2021-05-11 16:01:00+00:00,2021-05-12 16:00:00+00:00,-1.509072,-2.427655,stress,-0.0253909,85.9392
2021-05-12,ACME,2021-05-12 16:00:00+00:00,2021-05-12 15:58:00+00:00,2021-05-13 12:00:00+00:00,2021-05-12 16:01:00+00:00,2021-05-13 16:00:00+00:00,-0.999758,-1.124002,stress,-0.00505897,85.5045
2021-05-13,ACME,2021-05-13 16:00:00+00:00,2021-05-13 15:58:00+00:00,2021-05-14 12:00:00+00:00,2021-05-13 16:01:00+00:00,2021-05-14 16:00:00+00:00,-1.648171,-2.120028,stress,-0.01191319,84.4858
2021-05-14,ACME,2021-05-14 16:00:00+00:00,2021-05-14 15:58:00+00:00,2021-05-15 12:00:00+00:00,2021-05-14 16:01:00+00:00,2021-05-17 16:00:00+00:00,-0.898575,-2.275298,stress,-0.0282186,82.1018
2021-05-17,ACME,2021-05-17 16:00:00+00:00,2021-05-17 15:58:00+00:00,2021-05-18 12:00:00+00:00,2021-05-17 16:01:00+00:00,2021-05-18 16:00:00+00:00,0.005783,-0.480886,normal,-0.01286857,81.0452
2021-05-18,ACME,2021-05-18 16:00:00+00:00,2021-05-18 15:58:00+00:00,2021-05-19 12:00:00+00:00,2021-05-18 16:01:00+00:00,2021-05-19 16:00:00+00:00,-0.666149,-0.137347,normal,0.01064248,81.9077
2021-05-19,ACME,2021-05-19 16:00:00+00:00,2021-05-19 15:58:00+00:00,2021-05-20 12:00:00+00:00,2021-05-19 16:01:00+00:00,2021-05-20 16:00:00+00:00,-0.310619,-0.176624,normal,0.00208141,82.0782
2021-05-20,ACME,2021-05-20 16:00:00+00:00,2021-05-20 15:58:00+00:00,2021-05-21 12:00:00+00:00,2021-05-20 16:01:00+00:00,2021-05-21 16:00:00+00:00,-0.610027,0.018311,normal,0.00771964,82.7118
2021-05-21,ACME,2021-05-21 16:00:00+00:00,2021-05-21 15:58:00+00:00,2021-05-22 12:00:00+00:00,2021-05-21 16:01:00+00:00,2021-05-24 16:00:00+00:00,-0.432034,-0.433969,stress,-0.00188856,82.5556
2021-05-24,ACME,2021-05-24 16:00:00+00:00,2021-05-24 15:58:00+00:00,2021-05-25 12:00:00+00:00,2021-05-24 16:01:00+00:00,2021-05-25 16:00:00+00:00,-0.373997,-0.44617,normal,-0.00583536,82.0739
2021-05-25,ACME,2021-05-25 16:00:00+00:00,2021-05-25 15:58:00+00:00,2021-05-26 12:00:00+00:00,2021-05-25 16:01:00+00:00,2021-05-26 16:00:00+00:00,1.074136,0.782816,normal,-0.00680232,81.5156
2021-05-26,ACME,2021-05-26 16:00:00+00:00,2021-05-26 15:58:00+00:00,2021-05-27 12:00:00+00:00,2021-05-26 16:01:00+00:00,2021-05-27 16:00:00+00:00,0.666994,1.634301,expansion,0.01925046,83.0848
2021-05-27,ACME,2021-05-27 16:00:00+00:00,2021-05-27 15:58:00+00:00,2021-05-28 12:00:00+00:00,2021-05-27 16:01:00+00:00,2021-05-28 16:00:00+00:00,1.460074,1.377194,expansion,-0.0063242,82.5594
2021-05-28,ACME,2021-05-28 16:00:00+00:00,2021-05-28 15:58:00+00:00,2021-05-29 12:00:00+00:00,2021-05-28 16:01:00+00:00,2021-05-31 16:00:00+00:00,-0.252455,0.186432,normal,0.01422034,83.7334
2021-05-31,ACME,2021-05-31 16:00:00+00:00,2021-05-31 15:58:00+00:00,2021-06-01 12:00:00+00:00,2021-05-31 16:01:00+00:00,2021-06-01 16:00:00+00:00,2.191936,2.437957,expansion,0.00471363,84.1281
2021-06-01,ACME,2021-06-01 16:00:00+00:00,2021-06-01 15:58:00+00:00,2021-06-02 12:00:00+00:00,2021-06-01 16:01:00+00:00,2021-06-02 16:00:00+00:00,1.616451,1.626867,expansion,0.00152357,84.2563
2021-06-02,ACME,2021-06-02 16:00:00+00:00,2021-06-02 15:58:00+00:00,2021-06-03 12:00:00+00:00,2021-06-02 16:01:00+00:00,2021-06-03 16:00:00+00:00,1.268023,1.276379,expansion,0.00131624,84.3672
2021-06-03,ACME,2021-06-03 16:00:00+00:00,2021-06-03 15:58:00+00:00,2021-06-04 12:00:00+00:00,2021-06-03 16:01:00+00:00,2021-06-04 16:00:00+00:00,0.008838,0.979546,normal,0.02239413,86.2565
2021-06-04,ACME,2021-06-04 16:00:00+00:00,2021-06-04 15:58:00+00:00,2021-06-05 12:00:00+00:00,2021-06-04 16:01:00+00:00,2021-06-07 16:00:00+00:00,1.170249,1.416858,expansion,0.00631911,86.8016
2021-06-07,ACME,2021-06-07 16:00:00+00:00,2021-06-07 15:58:00+00:00,2021-06-08 12:00:00+00:00,2021-06-07 16:01:00+00:00,2021-06-08 16:00:00+00:00,1.223279,1.985488,expansion,0.01408514,88.0242
2021-06-08,ACME,2021-06-08 16:00:00+00:00,2021-06-08 15:58:00+00:00,2021-06-09 12:00:00+00:00,2021-06-08 16:01:00+00:00,2021-06-09 16:00:00+00:00,-0.275171,-0.320763,normal,-0.00309284,87.7519
2021-06-09,ACME,2021-06-09 16:00:00+00:00,2021-06-09 15:58:00+00:00,2021-06-10 12:00:00+00:00,2021-06-09 16:01:00+00:00,2021-06-10 16:00:00+00:00,-0.828754,-2.174698,stress,-0.02857893,85.2441
2021-06-10,ACME,2021-06-10 16:00:00+00:00,2021-06-10 15:58:00+00:00,2021-06-11 12:00:00+00:00,2021-06-10 16:01:00+00:00,2021-06-11 16:00:00+00:00,-0.408043,-0.110744,stress,0.00358284,85.5495
